Date ,Price ,Open ,High ,Low ,Volume ,Chg% 
10-Nov-16,466.02,477.48,477.48,463.83,7.29M,-1.97%
11-Nov-16,457.16,466.31,468.79,455.75,7.10M,-1.90%
15-Nov-16,458.15,458.38,466.29,450.71,9.24M,0.22%
16-Nov-16,466.76,461.35,474.67,460.63,12.22M,1.88%
17-Nov-16,461.25,463.46,470.78,459.57,5.71M,-1.18%
18-Nov-16,456.39,461.35,462.96,455.15,6.04M,-1.05%
21-Nov-16,451.98,459.81,459.81,449.92,7.94M,-0.97%
22-Nov-16,453.51,454.85,460.68,452.25,5.48M,0.34%
23-Nov-16,456.52,457.43,457.83,452.65,8.25M,0.66%
24-Nov-16,461.5,460.46,466.26,458.03,16.78M,1.09%
25-Nov-16,484.92,461.58,488.64,461.58,12.63M,5.07%
28-Nov-16,486.03,485.81,487.87,481.49,7.37M,0.23%
29-Nov-16,482.49,485.56,488.49,479.76,6.13M,-0.73%
30-Nov-16,483.95,482.68,484.67,476.76,8.50M,0.30%
01-Dec-16,483.97,484.17,487.92,479.71,4.61M,0.00%
02-Dec-16,478.47,478.62,481,476.78,4.45M,-1.14%
05-Dec-16,477.05,479.16,480.5,475.24,3.66M,-0.30%
06-Dec-16,479.46,477.13,485.91,477.05,3.56M,0.51%
07-Dec-16,479.41,480.2,482.68,476.33,3.39M,-0.01%
08-Dec-16,488.46,481.22,489.18,481.22,5.94M,1.89%
09-Dec-16,490.79,488.64,500.12,486.9,8.65M,0.48%
12-Dec-16,484.84,487.55,487.55,478.81,5.35M,-1.21%
13-Dec-16,491.22,486.4,492.53,481.74,4.85M,1.32%
14-Dec-16,495.95,491.61,498.53,488.19,5.38M,0.96%
15-Dec-16,492.28,494.79,505.48,490.62,7.97M,-0.74%
16-Dec-16,498.63,497.96,500.89,494.96,6.44M,1.29%
19-Dec-16,498.38,499.1,500.17,493.15,4.12M,-0.05%
20-Dec-16,502.11,497.07,505.5,496.72,7.64M,0.75%
21-Dec-16,496.85,504.02,506.99,495.21,7.34M,-1.05%
22-Dec-16,488.49,497.32,499.55,480.95,7.06M,-1.68%
23-Dec-16,490.35,488.59,499.35,482.98,7.31M,0.38%
26-Dec-16,487.52,490.13,493.1,483.73,3.21M,-0.58%
27-Dec-16,495.56,487.52,497.02,486.16,4.91M,1.65%
28-Dec-16,495.33,497.54,500.94,493.6,5.48M,-0.05%
29-Dec-16,492.28,497.94,500.05,490.2,6.24M,-0.62%
30-Dec-16,501.34,495.09,502.03,492.48,7.27M,1.84%
02-Jan-17,496.62,501.58,502.5,495.76,2.34M,-0.94%
03-Jan-17,493.03,498.11,498.51,487.15,6.78M,-0.72%
04-Jan-17,494.96,493.62,498.16,492.23,7.07M,0.39%
05-Jan-17,494.17,496.87,500.79,490.5,8.21M,-0.16%
06-Jan-17,482.31,493.55,495.51,480.23,14.39M,-2.40%
09-Jan-17,481.37,482.31,484.64,478.72,10.55M,-0.19%
10-Jan-17,481.47,484.67,486.65,480.18,11.94M,0.02%
11-Jan-17,480.75,483.28,485.39,478.19,12.24M,-0.15%
12-Jan-17,496.1,484.94,498.26,484.94,11.86M,3.19%
13-Jan-17,484.07,510.96,515.92,477.57,31.28M,-2.42%
16-Jan-17,474.08,478.72,478.94,472.49,12.35M,-2.06%
17-Jan-17,473.95,474.37,478.22,472.46,5.56M,-0.03%
18-Jan-17,471.67,475.29,476.73,471.17,5.95M,-0.48%
19-Jan-17,475.29,471.77,476.04,470.33,8.88M,0.77%
20-Jan-17,470.63,471.27,472.84,469.29,9.12M,-0.98%
23-Jan-17,472.61,468.79,475.24,466.31,7.95M,0.42%
24-Jan-17,469.07,471.27,471.27,466.36,6.83M,-0.75%
25-Jan-17,464.63,469.34,469.69,463.73,9.98M,-0.95%
27-Jan-17,467.38,463.26,470.06,447.04,10.64M,0.59%
30-Jan-17,470.95,465.07,472.02,460.78,11.37M,0.76%
31-Jan-17,460.66,467.06,467.06,448.63,24.07M,-2.18%
01-Feb-17,454.78,456.94,457.98,449.03,11.53M,-1.28%
02-Feb-17,464.28,454.9,468.79,451.48,11.83M,2.09%
03-Feb-17,464.38,463.24,466.76,456.91,8.42M,0.02%
06-Feb-17,463.96,464.95,468.17,461.63,6.73M,-0.09%
07-Feb-17,467.43,462.84,471.17,460.63,9.27M,0.75%
08-Feb-17,464.58,464.33,468.35,462.57,6.32M,-0.61%
09-Feb-17,469.29,464.83,471.27,464.6,11.91M,1.01%
10-Feb-17,480.35,469.41,482.19,467.95,12.25M,2.36%
13-Feb-17,488.31,482.61,489.18,477.65,13.72M,1.66%
14-Feb-17,489.98,486.16,490.62,482.36,9.34M,0.34%
15-Feb-17,487.05,490.72,495.48,480.6,7.26M,-0.60%
16-Feb-17,502.08,491.61,502.97,491.14,12.82M,3.09%
17-Feb-17,496.13,502.9,502.9,492.46,4.85M,-1.19%
20-Feb-17,501.16,494.34,511.46,492.85,4.65M,1.01%
21-Feb-17,502.82,507.04,508.23,496.1,7.61M,0.33%
22-Feb-17,491.19,503.52,503.52,489.33,6.61M,-2.31%
23-Feb-17,500.47,495.53,506,492.78,9.54M,1.89%
27-Feb-17,502.23,499.7,507.49,499.53,5.33M,0.35%
28-Feb-17,502.23,501.96,507.34,500.67,5.94M,0.00%
01-Mar-17,508.55,502.03,509.47,501.09,4.28M,1.26%
02-Mar-17,507.64,508.18,509.97,504.26,2.95M,-0.18%
03-Mar-17,511.56,501.16,513.09,496.28,5.40M,0.77%
06-Mar-17,512.9,506.02,513.91,505.85,5.29M,0.26%
07-Mar-17,505.9,506.99,508.88,503.37,4.64M,-1.36%
08-Mar-17,499.95,504.46,504.46,498.29,6.18M,-1.18%
09-Mar-17,501.81,499.95,502.53,495.58,3.48M,0.37%
10-Mar-17,506.92,503.52,509.79,502.73,4.55M,1.02%
14-Mar-17,513.34,507.39,516.86,507.39,7.88M,1.27%
15-Mar-17,502.01,513.39,513.39,499.8,6.37M,-2.21%
16-Mar-17,510.39,502.68,511.8,502.68,6.70M,1.67%
17-Mar-17,516.07,513.64,517.36,505.63,9.51M,1.11%
20-Mar-17,506.74,509.25,509.25,503.57,4.43M,-1.81%
21-Mar-17,512.37,506.45,513.42,505.4,4.87M,1.11%
22-Mar-17,509.82,507.21,515.9,506.2,3.99M,-0.50%
23-Mar-17,516.14,510.09,517.41,509.27,4.50M,1.24%
24-Mar-17,511.65,514.93,517.91,509.82,4.88M,-0.87%
27-Mar-17,510.39,509.57,516.84,508.23,7.68M,-0.25%
28-Mar-17,513.52,511.7,515.43,510.99,4.80M,0.61%
29-Mar-17,511.88,513.09,516.67,508.9,6.98M,-0.32%
30-Mar-17,508.73,512.94,513.89,506.12,12.16M,-0.62%
31-Mar-17,507.12,507.61,510.61,500.05,14.15M,-0.32%
03-Apr-17,500.44,512.03,512.18,499.1,4.32M,-1.32%
05-Apr-17,494.07,498.56,498.76,491.61,7.40M,-1.27%
06-Apr-17,495.88,495.16,498.96,492.11,5.38M,0.37%
07-Apr-17,486.93,496.52,496.52,485.66,6.40M,-1.80%
10-Apr-17,472.96,488.59,490.87,471.32,9.53M,-2.87%
11-Apr-17,479.78,474.28,482.04,474.28,8.66M,1.44%
12-Apr-17,480.63,481.2,484.62,476.41,6.70M,0.18%
13-Apr-17,462.05,481.2,491.12,459.69,30.97M,-3.87%
17-Apr-17,458.82,461.35,462.39,458.13,7.21M,-0.70%
18-Apr-17,457.71,458.75,463.34,455.95,4.65M,-0.24%
19-Apr-17,455.99,457.88,461.35,452.75,10.07M,-0.38%
20-Apr-17,460.01,457.14,461.2,455.67,4.55M,0.88%
21-Apr-17,458.23,463.73,463.73,456.94,3.58M,-0.39%
24-Apr-17,459.64,455.15,460.61,452.92,5.56M,0.31%
25-Apr-17,461.03,459.32,462.84,456.66,4.74M,0.30%
26-Apr-17,453.54,461.33,464.11,451.53,9.08M,-1.62%
27-Apr-17,459,454.41,460.86,454.41,7.80M,1.20%
28-Apr-17,455.87,459.79,460.06,454.21,5.03M,-0.68%
02-May-17,457.68,458.38,459.57,453.96,3.23M,0.40%
03-May-17,463.49,459.62,465.87,455.23,4.66M,1.27%
04-May-17,465.15,464.83,466.14,460.81,5.28M,0.36%
05-May-17,462.1,464.33,465,456.39,4.43M,-0.66%
08-May-17,469.04,465.32,470.55,462.34,4.71M,1.50%
09-May-17,469.61,471.57,472.24,467.36,5.65M,0.12%
10-May-17,468.12,469.86,471.27,464.9,3.36M,-0.32%
11-May-17,468.35,469.71,471.2,465.1,3.23M,0.05%
12-May-17,478.34,472.76,479.21,471.99,10.98M,2.13%
15-May-17,472.04,477.97,477.97,470.83,7.30M,-1.32%
16-May-17,473.75,472.81,476.31,469.76,6.13M,0.36%
17-May-17,472.66,472.07,475.47,468.22,2.92M,-0.23%
18-May-17,477.1,467.8,483.13,467.73,8.06M,0.94%
19-May-17,475.22,476.98,477.57,470.21,4.26M,-0.39%
22-May-17,476.95,475.44,479.66,474.52,5.50M,0.36%
23-May-17,474.9,478.54,479.71,473.31,4.04M,-0.43%
24-May-17,473.66,476.23,478.96,471.08,5.64M,-0.26%
25-May-17,487.79,476.73,489.43,476.73,10.44M,2.98%
26-May-17,493.94,489.63,496.08,486.45,4.99M,1.26%
29-May-17,488.71,491.56,494.44,484.02,6.31M,-1.06%
30-May-17,494.19,487.15,496.08,485.49,3.72M,1.12%
31-May-17,484.69,492.88,492.88,483.6,7.76M,-1.92%
01-Jun-17,481.89,480.85,486.01,475.52,5.51M,-0.58%
02-Jun-17,480.92,482.88,483.9,478.32,3.92M,-0.20%
05-Jun-17,475.61,481.2,482.19,474.77,5.46M,-1.10%
06-Jun-17,485.83,478.72,489.88,478.42,7.01M,2.15%
07-Jun-17,476.88,488.64,490.57,468.79,12.46M,-1.84%
08-Jun-17,474.47,477.7,477.7,470.36,6.20M,-0.51%
09-Jun-17,470.58,465.59,471.75,457.88,14.76M,-0.82%
12-Jun-17,478.14,467.98,478.81,466.36,8.59M,1.61%
13-Jun-17,475.14,473.01,477.7,472.07,4.94M,-0.63%
14-Jun-17,475.54,476.23,477.18,471.87,7.44M,0.08%
15-Jun-17,472.32,476.06,480.18,471.08,5.53M,-0.68%
16-Jun-17,466.44,470.83,473.18,464.33,10.95M,-1.24%
19-Jun-17,461.28,466.29,466.44,460.36,6.86M,-1.11%
20-Jun-17,468.07,463.83,469.74,463.36,5.18M,1.47%
21-Jun-17,467.98,468.79,470.78,464.35,3.74M,-0.02%
22-Jun-17,466.39,470.13,480.55,463.88,9.47M,-0.34%
23-Jun-17,467.93,468.79,470.85,465.32,6.40M,0.33%
27-Jun-17,459.89,468.79,470.28,458.25,6.90M,-1.72%
28-Jun-17,458.72,462.74,462.84,456.89,5.91M,-0.25%
29-Jun-17,461.45,461.45,470.26,459.67,15.91M,0.60%
30-Jun-17,464.11,461.75,465.32,460.86,4.22M,0.58%
03-Jul-17,472.22,466.86,473.75,463.63,5.09M,1.75%
